method,count,total_time,execution_time,execution_count
transform_ellipses_to_circle_1,360,2.1944546699523926,0.05993175506591797,10
dbscan_clustering,2215,708.3515229225159,6.892943382263184,19
find_center,333,0.9279835224151611,0.024388790130615234,9
gather_extreme_points,7088,54.65671372413635,0.44821953773498535,44
fit_ellipse,7088,0.242203950881958,0.0014638900756835938,44
transform_ellipses_to_circle_1,370,2.255422353744507,0.06096768379211426,10
dbscan_clustering,2476,805.1256954669952,96.77417254447937,261
find_center,342,0.9532322883605957,0.02524876594543457,9
gather_extreme_points,8032,63.63443374633789,8.977720022201538,944
fit_ellipse,8032,0.27385401725769043,0.03165006637573242,944
transform_ellipses_to_circle_1,380,2.316610097885132,0.061187744140625,10
dbscan_clustering,2495,812.1851677894592,7.059472322463989,19
find_center,351,0.9757246971130371,0.022492408752441406,9
gather_extreme_points,8076,64.08421802520752,0.4497842788696289,44
fit_ellipse,8076,0.27548909187316895,0.0016350746154785156,44
transform_ellipses_to_circle_1,390,2.376979351043701,0.060369253158569336,10
dbscan_clustering,2514,819.159021615982,6.973853826522827,19
find_center,360,1.0019922256469727,0.026267528533935547,9
gather_extreme_points,8120,64.53787517547607,0.4536571502685547,44
fit_ellipse,8120,0.2772505283355713,0.0017614364624023438,44
transform_ellipses_to_circle_1,400,2.4367852210998535,0.059805870056152344,10
dbscan_clustering,2533,826.1630260944366,7.00400447845459,19
find_center,369,1.0277466773986816,0.025754451751708984,9
gather_extreme_points,8164,65.01643538475037,0.478560209274292,44
fit_ellipse,8164,0.27893567085266113,0.0016851425170898438,44
transform_ellipses_to_circle_1,410,2.4983057975769043,0.06152057647705078,10
dbscan_clustering,2552,833.2568752765656,7.093849182128906,19
find_center,378,1.053236961364746,0.025490283966064453,9
gather_extreme_points,8208,65.48606157302856,0.46962618827819824,44
fit_ellipse,8208,0.2806730270385742,0.001737356185913086,44
transform_ellipses_to_circle_1,420,2.5592963695526123,0.06099057197570801,10
dbscan_clustering,2600,855.4533817768097,22.19650650024414,48
find_center,387,1.0791513919830322,0.025914430618286133,9
gather_extreme_points,8362,67.07382488250732,1.5877633094787598,154
fit_ellipse,8362,0.28525710105895996,0.004584074020385742,154
transform_ellipses_to_circle_1,430,2.618945837020874,0.05964946746826172,10
dbscan_clustering,2883,947.0049736499786,91.55159187316895,283
find_center,396,1.1021595001220703,0.023008108139038086,9
gather_extreme_points,9363,74.27236723899841,7.198542356491089,1001
fit_ellipse,9363,0.3154566287994385,0.030199527740478516,1001
transform_ellipses_to_circle_1,440,2.6790473461151123,0.06010150909423828,10
dbscan_clustering,2902,954.0229227542877,7.017949104309082,19
find_center,405,1.1293668746948242,0.027207374572753906,9
gather_extreme_points,9407,74.72641205787659,0.45404481887817383,44
fit_ellipse,9407,0.3170137405395508,0.0015571117401123047,44
transform_ellipses_to_circle_1,450,2.7385447025299072,0.05949735641479492,10
dbscan_clustering,2921,961.0152606964111,6.992337942123413,19
find_center,414,1.1529300212860107,0.023563146591186523,9
gather_extreme_points,9451,75.1798677444458,0.45345568656921387,44
fit_ellipse,9451,0.31876039505004883,0.0017466545104980469,44
transform_ellipses_to_circle_1,460,2.799705982208252,0.06116127967834473,10
dbscan_clustering,2940,967.4051697254181,6.389909029006958,19
find_center,423,1.1779048442840576,0.024974822998046875,9
gather_extreme_points,9495,75.59496426582336,0.4150965213775635,44
fit_ellipse,9495,0.32024502754211426,0.0014846324920654297,44
transform_ellipses_to_circle_1,470,2.8595597743988037,0.05985379219055176,10
dbscan_clustering,3183,1053.948079586029,86.54290986061096,243
find_center,432,1.2027459144592285,0.0248410701751709,9
gather_extreme_points,10361,83.48843312263489,7.893468856811523,866
fit_ellipse,10361,0.34665894508361816,0.026413917541503906,866
transform_ellipses_to_circle_1,480,2.9199740886688232,0.06041431427001953,10
dbscan_clustering,3202,1061.0631897449493,7.115110158920288,19
find_center,441,1.2273321151733398,0.024586200714111328,9
gather_extreme_points,10405,83.95913600921631,0.4707028865814209,44
fit_ellipse,10405,0.3485839366912842,0.0019249916076660156,44
transform_ellipses_to_circle_1,490,2.9808828830718994,0.06090879440307617,10
dbscan_clustering,3250,1075.8611483573914,14.797958612442017,48
find_center,450,1.2469260692596436,0.01959395408630371,9
gather_extreme_points,10565,85.10971879959106,1.1505827903747559,160
fit_ellipse,10565,0.35373878479003906,0.005154848098754883,160
transform_ellipses_to_circle_1,500,3.039349317550659,0.058466434478759766,10
dbscan_clustering,3269,1082.7953715324402,6.934223175048828,19
find_center,459,1.2722020149230957,0.02527594566345215,9
gather_extreme_points,10609,85.56318616867065,0.45346736907958984,44
fit_ellipse,10609,0.3554689884185791,0.001730203628540039,44
transform_ellipses_to_circle_1,510,3.09985089302063,0.0605015754699707,10
dbscan_clustering,3288,1089.860194683075,7.064823150634766,19
find_center,468,1.2953708171844482,0.02316880226135254,9
gather_extreme_points,10653,86.02089762687683,0.45771145820617676,44
fit_ellipse,10653,0.35712170600891113,0.0016527175903320312,44
transform_ellipses_to_circle_1,520,3.1633360385894775,0.06348514556884766,10
dbscan_clustering,3312,1099.6582038402557,9.798009157180786,24
find_center,477,1.3222451210021973,0.026874303817749023,9
gather_extreme_points,10717,86.68057703971863,0.6596794128417969,64
fit_ellipse,10717,0.35953617095947266,0.0024144649505615234,64
transform_ellipses_to_circle_1,530,3.2231152057647705,0.05977916717529297,10
dbscan_clustering,3331,1106.771645307541,7.113441467285156,19
find_center,486,1.3475899696350098,0.0253448486328125,9
gather_extreme_points,10761,87.14540696144104,0.4648299217224121,44
fit_ellipse,10761,0.3610820770263672,0.0015459060668945312,44
transform_ellipses_to_circle_1,540,3.2825875282287598,0.05947232246398926,10
dbscan_clustering,3351,1114.2496664524078,7.478021144866943,20
find_center,495,1.3760435581207275,0.028453588485717773,9
gather_extreme_points,10809,87.61941885948181,0.4740118980407715,48
fit_ellipse,10809,0.3631131649017334,0.002031087875366211,48
transform_ellipses_to_circle_1,550,3.342115640640259,0.05952811241149902,10
dbscan_clustering,3370,1121.4187381267548,7.169071674346924,19
find_center,504,1.3996107578277588,0.02356719970703125,9
gather_extreme_points,10853,88.06999468803406,0.4505758285522461,44
fit_ellipse,10853,0.3647496700286865,0.001636505126953125,44
transform_ellipses_to_circle_1,560,3.402327537536621,0.060211896896362305,10
dbscan_clustering,3389,1127.9059464931488,6.487208366394043,19
find_center,513,1.4238452911376953,0.024234533309936523,9
gather_extreme_points,10897,88.46213746070862,0.39214277267456055,44
fit_ellipse,10897,0.36621522903442383,0.0014655590057373047,44
transform_ellipses_to_circle_1,570,3.46095609664917,0.05862855911254883,10
dbscan_clustering,3408,1134.2590725421906,6.353126049041748,19
find_center,522,1.447444200515747,0.023598909378051758,9
gather_extreme_points,10941,88.88325881958008,0.42112135887145996,44
fit_ellipse,10941,0.3677194118499756,0.0015041828155517578,44
transform_ellipses_to_circle_1,580,3.52148175239563,0.06052565574645996,10
dbscan_clustering,3427,1140.962114572525,6.703042030334473,19
find_center,531,1.4713091850280762,0.0238649845123291,9
gather_extreme_points,10985,89.30993056297302,0.42667174339294434,44
fit_ellipse,10985,0.3692817687988281,0.001562356948852539,44
transform_ellipses_to_circle_1,590,3.5822455883026123,0.06076383590698242,10
dbscan_clustering,3446,1147.991792678833,7.029678106307983,19
find_center,540,1.4972472190856934,0.025938034057617188,9
gather_extreme_points,11029,89.74566078186035,0.4357302188873291,44
fit_ellipse,11029,0.37082719802856445,0.0015454292297363281,44
transform_ellipses_to_circle_1,600,3.6418635845184326,0.05961799621582031,10
dbscan_clustering,3466,1155.5975289344788,7.605736255645752,20
find_center,549,1.5218660831451416,0.024618864059448242,9
gather_extreme_points,11075,90.2011206150055,0.4554598331451416,46
fit_ellipse,11075,0.37276387214660645,0.0019366741180419922,46
transform_ellipses_to_circle_1,610,3.7015185356140137,0.059654951095581055,10
dbscan_clustering,3485,1162.3173432350159,6.719814300537109,19
find_center,558,1.546187400817871,0.024321317672729492,9
gather_extreme_points,11119,90.6241295337677,0.42300891876220703,44
fit_ellipse,11119,0.37436676025390625,0.0016028881072998047,44
transform_ellipses_to_circle_1,620,3.762446403503418,0.0609278678894043,10
dbscan_clustering,3504,1168.8004884719849,6.483145236968994,19
find_center,567,1.5716333389282227,0.025445938110351562,9
gather_extreme_points,11163,91.00295376777649,0.37882423400878906,44
fit_ellipse,11163,0.3758354187011719,0.001468658447265625,44
transform_ellipses_to_circle_1,630,3.8226380348205566,0.06019163131713867,10
dbscan_clustering,3523,1175.6858913898468,6.8854029178619385,19
find_center,576,1.59751558303833,0.025882244110107422,9
gather_extreme_points,11207,91.45067429542542,0.4477205276489258,44
fit_ellipse,11207,0.37729883193969727,0.0014634132385253906,44
transform_ellipses_to_circle_1,640,3.884314775466919,0.061676740646362305,10
dbscan_clustering,3542,1182.7364678382874,7.050576448440552,19
find_center,585,1.6228218078613281,0.025306224822998047,9
gather_extreme_points,11251,91.90900659561157,0.4583323001861572,44
fit_ellipse,11251,0.3790016174316406,0.0017027854919433594,44
transform_ellipses_to_circle_1,650,3.9439783096313477,0.05966353416442871,10
dbscan_clustering,3561,1189.6868975162506,6.950429677963257,19
find_center,594,1.6488988399505615,0.0260770320892334,9
gather_extreme_points,11295,92.33351159095764,0.42450499534606934,44
fit_ellipse,11295,0.3806178569793701,0.0016162395477294922,44
transform_ellipses_to_circle_1,660,4.0053417682647705,0.06136345863342285,10
dbscan_clustering,3580,1197.0078876018524,7.320990085601807,19
find_center,603,1.6739294528961182,0.02503061294555664,9
gather_extreme_points,11339,92.79417061805725,0.4606590270996094,44
fit_ellipse,11339,0.38251757621765137,0.00189971923828125,44
transform_ellipses_to_circle_1,670,4.068127393722534,0.06278562545776367,10
dbscan_clustering,3599,1203.5293591022491,6.5214715003967285,19
find_center,612,1.6972711086273193,0.023341655731201172,9
gather_extreme_points,11383,93.21780061721802,0.4236299991607666,44
fit_ellipse,11383,0.3845512866973877,0.002033710479736328,44
transform_ellipses_to_circle_1,680,4.127302408218384,0.05917501449584961,10
dbscan_clustering,3618,1210.0524380207062,6.523078918457031,19
find_center,621,1.7189815044403076,0.02171039581298828,9
gather_extreme_points,11427,93.64166474342346,0.42386412620544434,44
fit_ellipse,11427,0.38606715202331543,0.0015158653259277344,44
transform_ellipses_to_circle_1,690,4.187123537063599,0.059821128845214844,10
dbscan_clustering,19,7.118757009506226,-1202.9336810112,-3599
find_center,9,0.026056766510009766,-1.6929247379302979,-612
gather_extreme_points,44,0.4768335819244385,-93.16483116149902,-11383
fit_ellipse,44,0.009259223937988281,-0.37680792808532715,-11383
transform_ellipses_to_circle_1,10,0.06842660903930664,-4.118696928024292,-680
dbscan_clustering,19,7.356490850448608,0.2377338409423828,0
find_center,9,0.02678203582763672,0.0007252693176269531,0
gather_extreme_points,44,0.48046422004699707,0.0036306381225585938,0
fit_ellipse,44,0.009048223495483398,-0.0002110004425048828,0
transform_ellipses_to_circle_1,10,0.06618809700012207,-0.0022385120391845703,0
dbscan_clustering,38,13.76387357711792,6.4073827266693115,19
find_center,18,0.048778533935546875,0.021996498107910156,9
gather_extreme_points,88,0.8586342334747314,0.3781700134277344,44
fit_ellipse,88,0.010586261749267578,0.0015380382537841797,44
transform_ellipses_to_circle_1,20,0.12748932838439941,0.061301231384277344,10
dbscan_clustering,63,24.59925389289856,10.83538031578064,25
find_center,27,0.07557034492492676,0.026791810989379883,9
gather_extreme_points,144,1.4926011562347412,0.6339669227600098,56
fit_ellipse,144,0.012951135635375977,0.0023648738861083984,56
transform_ellipses_to_circle_1,30,0.18949151039123535,0.06200218200683594,10
dbscan_clustering,82,31.847254037857056,7.248000144958496,19
find_center,36,0.10199332237243652,0.026422977447509766,9
gather_extreme_points,188,1.9689240455627441,0.47632288932800293,44
fit_ellipse,188,0.01518702507019043,0.002235889434814453,44
transform_ellipses_to_circle_1,40,0.25177812576293945,0.0622866153717041,10
dbscan_clustering,326,131.75004124641418,99.90278720855713,244
find_center,45,0.1284348964691162,0.026441574096679688,9
gather_extreme_points,1039,10.228558778762817,8.259634733200073,851
fit_ellipse,1039,0.05134415626525879,0.03615713119506836,851
transform_ellipses_to_circle_1,50,0.3137977123260498,0.06201958656311035,10
dbscan_clustering,409,170.4846749305725,38.734633684158325,83
find_center,54,0.15259480476379395,0.024159908294677734,9
gather_extreme_points,1337,13.454424619674683,3.2258658409118652,298
fit_ellipse,1337,0.06224226951599121,0.010898113250732422,298
transform_ellipses_to_circle_1,60,0.383380651473999,0.06958293914794922,10
dbscan_clustering,428,177.95623064041138,7.471555709838867,19
find_center,63,0.17838358879089355,0.02578878402709961,9
gather_extreme_points,1381,13.941095113754272,0.48667049407958984,44
fit_ellipse,1381,0.06415224075317383,0.0019099712371826172,44
transform_ellipses_to_circle_1,70,0.4475846290588379,0.06420397758483887,10
dbscan_clustering,462,191.49895071983337,13.542720079421997,34
find_center,72,0.20128607749938965,0.022902488708496094,9
gather_extreme_points,1457,14.668968677520752,0.7278735637664795,76
fit_ellipse,1457,0.06728053092956543,0.0031282901763916016,76
transform_ellipses_to_circle_1,80,0.5085363388061523,0.06095170974731445,10
dbscan_clustering,481,198.26652693748474,6.767576217651367,19
find_center,81,0.22737693786621094,0.02609086036682129,9
gather_extreme_points,1501,15.09858250617981,0.4296138286590576,44
fit_ellipse,1501,0.06928896903991699,0.0020084381103515625,44
transform_ellipses_to_circle_1,90,0.5690515041351318,0.06051516532897949,10
dbscan_clustering,500,205.04018568992615,6.773658752441406,19
find_center,90,0.2521674633026123,0.024790525436401367,9
gather_extreme_points,1545,15.546713590621948,0.44813108444213867,44
fit_ellipse,1545,0.07130241394042969,0.0020134449005126953,44
transform_ellipses_to_circle_1,100,0.6332395076751709,0.06418800354003906,10
dbscan_clustering,547,227.01083898544312,21.970653295516968,47
find_center,99,0.27733540534973145,0.02516794204711914,9
gather_extreme_points,1685,17.051268815994263,1.5045552253723145,140
fit_ellipse,1685,0.07674217224121094,0.00543975830078125,140
transform_ellipses_to_circle_1,110,0.6958215236663818,0.06258201599121094,10
dbscan_clustering,566,234.37054920196533,7.359710216522217,19
find_center,108,0.3021728992462158,0.024837493896484375,9
gather_extreme_points,1729,17.51770043373108,0.4664316177368164,44
fit_ellipse,1729,0.07907319068908691,0.0023310184478759766,44
transform_ellipses_to_circle_1,120,0.7584640979766846,0.06264257431030273,10
dbscan_clustering,585,241.74042081832886,7.369871616363525,19
find_center,117,0.32663536071777344,0.024462461471557617,9
gather_extreme_points,1773,17.987020015716553,0.46931958198547363,44
fit_ellipse,1773,0.08112692832946777,0.0020537376403808594,44
transform_ellipses_to_circle_1,130,0.8182783126831055,0.0598142147064209,10
dbscan_clustering,604,248.9122405052185,7.171819686889648,19
find_center,126,0.3522799015045166,0.025644540786743164,9
gather_extreme_points,1817,18.467849254608154,0.48082923889160156,44
fit_ellipse,1817,0.0827324390411377,0.0016055107116699219,44
transform_ellipses_to_circle_1,140,0.8784215450286865,0.060143232345581055,10
dbscan_clustering,623,255.76005840301514,6.847817897796631,19
find_center,135,0.3785390853881836,0.026259183883666992,9
gather_extreme_points,1861,18.918712377548218,0.4508631229400635,44
fit_ellipse,1861,0.08442282676696777,0.0016903877258300781,44
transform_ellipses_to_circle_1,150,0.9393200874328613,0.060898542404174805,10
dbscan_clustering,642,262.94871854782104,7.188660144805908,19
find_center,144,0.40497875213623047,0.026439666748046875,9
gather_extreme_points,1905,19.38907766342163,0.4703652858734131,44
fit_ellipse,1905,0.08620595932006836,0.001783132553100586,44
transform_ellipses_to_circle_1,160,0.9991827011108398,0.059862613677978516,10
dbscan_clustering,661,269.8462257385254,6.897507190704346,19
find_center,153,0.43127989768981934,0.026301145553588867,9
gather_extreme_points,1949,19.836583852767944,0.4475061893463135,44
fit_ellipse,1949,0.08818745613098145,0.001981496810913086,44
transform_ellipses_to_circle_1,170,1.0590479373931885,0.05986523628234863,10
dbscan_clustering,680,277.9174380302429,8.07121229171753,19
find_center,162,0.46112966537475586,0.029849767684936523,9
gather_extreme_points,1993,20.332644939422607,0.4960610866546631,44
fit_ellipse,1993,0.0909574031829834,0.002769947052001953,44
transform_ellipses_to_circle_1,180,1.1242735385894775,0.06522560119628906,10
dbscan_clustering,699,285.5304985046387,7.613060474395752,19
find_center,171,0.4921143054962158,0.03098464012145996,9
gather_extreme_points,2037,20.806914567947388,0.4742696285247803,44
fit_ellipse,2037,0.09343743324279785,0.002480030059814453,44
transform_ellipses_to_circle_1,190,1.1917505264282227,0.06747698783874512,10
dbscan_clustering,718,292.37030363082886,6.8398051261901855,19
find_center,180,0.5195341110229492,0.0274198055267334,9
gather_extreme_points,2081,21.232875108718872,0.4259605407714844,44
fit_ellipse,2081,0.0953218936920166,0.00188446044921875,44
